Unnamed: 0;Modelo;Pooling;AGG;LAYER;Epochs;out_vec_size;qtd_layers;Nhid;MR;CR;SUBJ;MPQA;SST2;TREC;MRPC;Avg;epochs;SST5;Avg_with_SST5;Avg_without_SST5;paper_name;paper_link;year
19,00;allmini6;CLS+MAX+AVG-NS_LYR-4;CLS+MAX+AVG-NS;LYR-4;1,00;torch.Size([1152]);6,00;0,00;75,93;82,84;91,63;87,51;82,65;91,80;73,16;83,65;nan;nan;nan;nan;nan;nan;nan
20,00;allmini6;CLS+MAX+SUM-NS_LYR-4;CLS+MAX+SUM-NS;LYR-4;1,00;torch.Size([1152]);6,00;0,00;75,85;83,23;92,40;87,10;82,87;93,20;62,14;82,40;nan;nan;nan;nan;nan;nan;nan
21,00;allmini6;CLS+MAX+MAX-NS_LYR-4;CLS+MAX+MAX-NS;LYR-4;1,00;torch.Size([1152]);6,00;0,00;73,36;78,12;89,80;86,08;80,01;90,20;70,84;81,20;nan;nan;nan;nan;nan;nan;nan
22,00;allmini6;CLS_LYR-5;CLS;LYR-5;1,00;torch.Size([384]);6,00;0,00;63,82;63,76;81,94;68,77;71,11;45,00;66,49;65,84;nan;nan;nan;nan;nan;nan;nan
23,00;allmini6;AVG_LYR-5;AVG;LYR-5;1,00;torch.Size([384]);6,00;0,00;75,50;78,65;90,98;86,88;81,38;84,60;72,12;81,44;nan;nan;nan;nan;nan;nan;nan
24,00;allmini6;SUM_LYR-5;SUM;LYR-5;1,00;torch.Size([384]);6,00;0,00;75,59;78,01;92,04;86,69;81,93;90,80;66,43;81,64;nan;nan;nan;nan;nan;nan;nan
25,00;allmini6;MAX_LYR-5;MAX;LYR-5;1,00;torch.Size([384]);6,00;0,00;73,23;75,50;88,87;86,12;80,45;77,00;69,97;78,73;nan;nan;nan;nan;nan;nan;nan
26,00;allmini6;AVG-NS_LYR-5;AVG-NS;LYR-5;1,00;torch.Size([384]);6,00;0,00;75,50;79,55;90,89;86,80;81,55;87,60;72,17;82,01;nan;nan;nan;nan;nan;nan;nan
27,00;allmini6;SUM-NS_LYR-5;SUM-NS;LYR-5;1,00;torch.Size([384]);6,00;0,00;74,72;78,07;91,95;86,84;81,93;91,40;66,38;81,61;nan;nan;nan;nan;nan;nan;nan
28,00;allmini6;MAX-NS_LYR-5;MAX-NS;LYR-5;1,00;torch.Size([384]);6,00;0,00;72,86;76,03;88,69;86,74;77,87;77,80;71,07;78,72;nan;nan;nan;nan;nan;nan;nan
29,00;allmini6;CLS+AVG_LYR-5;CLS+AVG;LYR-5;1,00;torch.Size([768]);6,00;0,00;75,57;80,45;90,57;86,52;82,65;85,40;73,45;82,09;nan;nan;nan;nan;nan;nan;nan
30,00;allmini6;CLS+SUM_LYR-5;CLS+SUM;LYR-5;1,00;torch.Size([768]);6,00;0,00;75,63;82,57;92,36;86,52;82,10;91,80;64,99;82,28;nan;nan;nan;nan;nan;nan;nan
31,00;allmini6;CLS+MAX_LYR-5;CLS+MAX;LYR-5;1,00;torch.Size([768]);6,00;0,00;72,36;76,56;89,22;86,13;79,41;81,80;72,23;79,67;nan;nan;nan;nan;nan;nan;nan
32,00;allmini6;CLS+AVG-NS_LYR-5;CLS+AVG-NS;LYR-5;1,00;torch.Size([768]);6,00;0,00;75,57;80,48;91,00;86,83;82,76;85,20;73,74;82,23;nan;nan;nan;nan;nan;nan;nan
33,00;allmini6;CLS+SUM-NS_LYR-5;CLS+SUM-NS;LYR-5;1,00;torch.Size([768]);6,00;0,00;75,46;82,01;92,24;86,53;82,15;92,20;63,13;81,96;nan;nan;nan;nan;nan;nan;nan
34,00;allmini6;CLS+MAX-NS_LYR-5;CLS+MAX-NS;LYR-5;1,00;torch.Size([768]);6,00;0,00;72,58;78,44;89,19;86,50;79,63;78,80;72,52;79,67;nan;nan;nan;nan;nan;nan;nan
35,00;allmini6;CLS+AVG+AVG-NS_LYR-5;CLS+AVG+AVG-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;76,36;82,36;91,93;87,30;82,92;90,20;73,10;83,45;nan;nan;nan;nan;nan;nan;nan
36,00;allmini6;CLS+AVG+SUM-NS_LYR-5;CLS+AVG+SUM-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;76,44;82,33;92,53;87,39;82,48;92,00;69,91;83,30;nan;nan;nan;nan;nan;nan;nan
37,00;allmini6;CLS+AVG+MAX-NS_LYR-5;CLS+AVG+MAX-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;75,65;80,11;91,35;87,72;82,59;89,60;72,46;82,78;nan;nan;nan;nan;nan;nan;nan
38,00;allmini6;CLS+SUM+AVG-NS_LYR-5;CLS+SUM+AVG-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;76,02;81,17;92,53;87,59;81,33;91,60;69,51;82,82;nan;nan;nan;nan;nan;nan;nan
39,00;allmini6;CLS+SUM+SUM-NS_LYR-5;CLS+SUM+SUM-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;75,92;82,06;92,53;87,02;81,71;92,20;69,16;82,94;nan;nan;nan;nan;nan;nan;nan
40,00;allmini6;CLS+SUM+MAX-NS_LYR-5;CLS+SUM+MAX-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;75,48;81,54;92,12;87,36;82,15;92,00;63,88;82,08;nan;nan;nan;nan;nan;nan;nan
41,00;allmini6;CLS+MAX+AVG-NS_LYR-5;CLS+MAX+AVG-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;75,90;81,11;91,50;87,82;82,15;89,00;72,75;82,89;nan;nan;nan;nan;nan;nan;nan
42,00;allmini6;CLS+MAX+SUM-NS_LYR-5;CLS+MAX+SUM-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;76,43;81,14;92,45;87,46;82,43;92,20;71,71;83,40;nan;nan;nan;nan;nan;nan;nan
43,00;allmini6;CLS+MAX+MAX-NS_LYR-5;CLS+MAX+MAX-NS;LYR-5;1,00;torch.Size([1152]);6,00;0,00;73,47;78,28;89,78;86,75;80,56;85,20;72,70;80,96;nan;nan;nan;nan;nan;nan;nan
44,00;allmini6;CLS_LYR-6;CLS;LYR-6;1,00;torch.Size([384]);6,00;0,00;69,60;72,35;85,98;84,05;77,16;61,60;69,68;74,35;nan;nan;nan;nan;nan;nan;nan
45,00;allmini6;AVG_LYR-6;AVG;LYR-6;1,00;torch.Size([384]);6,00;0,00;74,59;76,87;90,53;87,04;81,49;85,60;71,42;81,08;nan;nan;nan;nan;nan;nan;nan
46,00;allmini6;SUM_LYR-6;SUM;LYR-6;1,00;torch.Size([384]);6,00;0,00;75,18;78,52;90,68;86,77;81,93;87,20;69,62;81,41;nan;nan;nan;nan;nan;nan;nan
47,00;allmini6;MAX_LYR-6;MAX;LYR-6;1,00;torch.Size([384]);6,00;0,00;71,11;74,52;86,89;85,60;77,65;81,20;70,49;78,21;nan;nan;nan;nan;nan;nan;nan
48,00;allmini6;AVG-NS_LYR-6;AVG-NS;LYR-6;1,00;torch.Size([384]);6,00;0,00;75,06;78,09;90,60;87,22;81,38;88,00;72,12;81,78;nan;nan;nan;nan;nan;nan;nan
49,00;allmini6;SUM-NS_LYR-6;SUM-NS;LYR-6;1,00;torch.Size([384]);6,00;0,00;75,37;78,70;90,77;86,67;82,15;87,80;64,06;80,79;nan;nan;nan;nan;nan;nan;nan
50,00;allmini6;MAX-NS_LYR-6;MAX-NS;LYR-6;1,00;torch.Size([384]);6,00;0,00;71,11;73,62;87,03;85,93;77,27;82,20;71,07;78,32;nan;nan;nan;nan;nan;nan;nan
51,00;allmini6;CLS+AVG_LYR-6;CLS+AVG;LYR-6;1,00;torch.Size([768]);6,00;0,00;74,82;78,52;90,57;87,40;81,93;87,60;71,13;81,71;nan;nan;nan;nan;nan;nan;nan
52,00;allmini6;CLS+SUM_LYR-6;CLS+SUM;LYR-6;1,00;torch.Size([768]);6,00;0,00;75,88;80,40;91,38;86,27;81,88;88,20;66,26;81,47;nan;nan;nan;nan;nan;nan;nan
53,00;allmini6;CLS+MAX_LYR-6;CLS+MAX;LYR-6;1,00;torch.Size([768]);6,00;0,00;72,19;76,66;88,58;86,92;78,69;84,00;73,45;80,07;nan;nan;nan;nan;nan;nan;nan
54,00;allmini6;CLS+AVG-NS_LYR-6;CLS+AVG-NS;LYR-6;1,00;torch.Size([768]);6,00;0,00;74,66;78,94;90,79;87,53;81,77;88,60;71,30;81,94;nan;nan;nan;nan;nan;nan;nan
55,00;allmini6;CLS+SUM-NS_LYR-6;CLS+SUM-NS;LYR-6;1,00;torch.Size([768]);6,00;0,00;76,06;81,03;91,74;86,93;81,71;89,40;66,90;81,97;nan;nan;nan;nan;nan;nan;nan
56,00;allmini6;CLS+MAX-NS_LYR-6;CLS+MAX-NS;LYR-6;1,00;torch.Size([768]);6,00;0,00;71,92;77,03;88,58;87,32;78,86;83,80;71,01;79,79;nan;nan;nan;nan;nan;nan;nan
57,00;allmini6;CLS+AVG+AVG-NS_LYR-6;CLS+AVG+AVG-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,60;81,27;91,33;87,58;82,32;90,00;69,62;82,53;nan;nan;nan;nan;nan;nan;nan
58,00;allmini6;CLS+AVG+SUM-NS_LYR-6;CLS+AVG+SUM-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,60;81,88;91,65;87,20;82,76;90,00;66,20;82,18;nan;nan;nan;nan;nan;nan;nan
59,00;allmini6;CLS+AVG+MAX-NS_LYR-6;CLS+AVG+MAX-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,04;80,37;90,88;87,82;81,00;89,00;71,48;82,23;nan;nan;nan;nan;nan;nan;nan
60,00;allmini6;CLS+SUM+AVG-NS_LYR-6;CLS+SUM+AVG-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,65;81,46;91,41;87,07;81,33;88,80;65,74;81,64;nan;nan;nan;nan;nan;nan;nan
61,00;allmini6;CLS+SUM+SUM-NS_LYR-6;CLS+SUM+SUM-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,38;81,32;91,74;86,69;81,77;88,40;68,46;81,97;nan;nan;nan;nan;nan;nan;nan
62,00;allmini6;CLS+SUM+MAX-NS_LYR-6;CLS+SUM+MAX-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,56;81,75;91,42;87,31;81,99;91,00;66,20;82,18;nan;nan;nan;nan;nan;nan;nan
63,00;allmini6;CLS+MAX+AVG-NS_LYR-6;CLS+MAX+AVG-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;74,96;79,87;90,91;87,48;81,05;89,00;72,99;82,32;nan;nan;nan;nan;nan;nan;nan
64,00;allmini6;CLS+MAX+SUM-NS_LYR-6;CLS+MAX+SUM-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;75,56;81,99;91,54;87,27;81,77;90,60;65,91;82,09;nan;nan;nan;nan;nan;nan;nan
65,00;allmini6;CLS+MAX+MAX-NS_LYR-6;CLS+MAX+MAX-NS;LYR-6;1,00;torch.Size([1152]);6,00;0,00;72,21;77,32;89,50;87,12;78,64;86,60;72,06;80,49;nan;nan;nan;nan;nan;nan;nan
66,00;allmini6;CLS_SUML4L;CLS;SUML4L;1,00;torch.Size([384]);6,00;0,00;68,71;71,26;85,23;82,86;77,38;63,20;66,96;73,66;nan;nan;nan;nan;nan;nan;nan
67,00;allmini6;AVG_SUML4L;AVG;SUML4L;1,00;torch.Size([384]);6,00;0,00;76,90;82,30;92,37;87,42;81,93;89,60;74,32;83,55;nan;nan;nan;nan;nan;nan;nan
68,00;allmini6;SUM_SUML4L;SUM;SUML4L;1,00;torch.Size([384]);6,00;0,00;72,03;79,15;90,41;85,92;81,27;88,20;65,74;80,39;nan;nan;nan;nan;nan;nan;nan
69,00;allmini6;MAX_SUML4L;MAX;SUML4L;1,00;torch.Size([384]);6,00;0,00;71,97;74,46;89,22;86,82;79,85;87,20;63,01;78,93;nan;nan;nan;nan;nan;nan;nan
70,00;allmini6;AVG-NS_SUML4L;AVG-NS;SUML4L;1,00;torch.Size([384]);6,00;0,00;76,52;82,86;92,42;87,49;81,99;90,60;74,20;83,73;nan;nan;nan;nan;nan;nan;nan
71,00;allmini6;SUM-NS_SUML4L;SUM-NS;SUML4L;1,00;torch.Size([384]);6,00;0,00;72,04;79,18;90,16;86,16;80,51;88,60;65,68;80,33;nan;nan;nan;nan;nan;nan;nan
72,00;allmini6;MAX-NS_SUML4L;MAX-NS;SUML4L;1,00;torch.Size([384]);6,00;0,00;71,40;74,20;89,50;86,87;79,41;85,40;65,86;78,95;nan;nan;nan;nan;nan;nan;nan
73,00;allmini6;CLS+AVG_SUML4L;CLS+AVG;SUML4L;1,00;torch.Size([768]);6,00;0,00;75,96;82,12;92,68;87,39;83,31;91,00;73,68;83,73;nan;nan;nan;nan;nan;nan;nan
74,00;allmini6;CLS+SUM_SUML4L;CLS+SUM;SUML4L;1,00;torch.Size([768]);6,00;0,00;73,89;80,50;91,48;87,32;82,04;88,60;65,16;81,28;nan;nan;nan;nan;nan;nan;nan
75,00;allmini6;CLS+MAX_SUML4L;CLS+MAX;SUML4L;1,00;torch.Size([768]);6,00;0,00;72,99;77,32;90,60;87,42;79,02;90,80;64,93;80,44;nan;nan;nan;nan;nan;nan;nan
76,00;allmini6;CLS+AVG-NS_SUML4L;CLS+AVG-NS;SUML4L;1,00;torch.Size([768]);6,00;0,00;76,00;81,96;92,38;87,44;81,66;90,40;74,84;83,53;nan;nan;nan;nan;nan;nan;nan
77,00;allmini6;CLS+SUM-NS_SUML4L;CLS+SUM-NS;SUML4L;1,00;torch.Size([768]);6,00;0,00;73,84;81,45;91,61;87,06;82,37;88,40;65,28;81,43;nan;nan;nan;nan;nan;nan;nan
78,00;allmini6;CLS+MAX-NS_SUML4L;CLS+MAX-NS;SUML4L;1,00;torch.Size([768]);6,00;0,00;73,25;76,26;90,64;87,46;79,52;90,60;70,49;81,17;nan;nan;nan;nan;nan;nan;nan
79,00;allmini6;CLS+AVG+AVG-NS_SUML4L;CLS+AVG+AVG-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;77,05;84,40;92,82;88,08;83,47;90,80;74,49;84,44;nan;nan;nan;nan;nan;nan;nan
80,00;allmini6;CLS+AVG+SUM-NS_SUML4L;CLS+AVG+SUM-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;75,35;82,46;91,57;87,21;82,81;88,80;63,83;81,72;nan;nan;nan;nan;nan;nan;nan
81,00;allmini6;CLS+AVG+MAX-NS_SUML4L;CLS+AVG+MAX-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;75,78;81,11;92,38;88,07;82,21;92,20;70,43;83,17;nan;nan;nan;nan;nan;nan;nan
82,00;allmini6;CLS+SUM+AVG-NS_SUML4L;CLS+SUM+AVG-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;72,69;79,42;91,50;87,72;82,81;86,60;66,03;80,97;nan;nan;nan;nan;nan;nan;nan
83,00;allmini6;CLS+SUM+SUM-NS_SUML4L;CLS+SUM+SUM-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;74,32;81,83;91,42;86,37;81,82;87,40;64,93;81,16;nan;nan;nan;nan;nan;nan;nan
84,00;allmini6;CLS+SUM+MAX-NS_SUML4L;CLS+SUM+MAX-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;72,93;80,56;90,87;87,34;82,70;90,20;65,10;81,39;nan;nan;nan;nan;nan;nan;nan
85,00;allmini6;CLS+MAX+AVG-NS_SUML4L;CLS+MAX+AVG-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;76,39;82,99;92,00;88,10;82,21;90,20;72,41;83,47;nan;nan;nan;nan;nan;nan;nan
86,00;allmini6;CLS+MAX+SUM-NS_SUML4L;CLS+MAX+SUM-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;74,51;81,85;91,34;87,46;83,20;89,80;66,32;82,07;nan;nan;nan;nan;nan;nan;nan
87,00;allmini6;CLS+MAX+MAX-NS_SUML4L;CLS+MAX+MAX-NS;SUML4L;1,00;torch.Size([1152]);6,00;0,00;72,52;75,82;90,49;87,66;78,86;90,60;69,16;80,73;nan;nan;nan;nan;nan;nan;nan
88,00;allmini6;CLS_AVGL4L;CLS;AVGL4L;1,00;torch.Size([384]);6,00;0,00;68,65;63,76;83,11;68,77;75,12;49,20;66,49;67,87;nan;nan;nan;nan;nan;nan;nan
89,00;allmini6;AVG_AVGL4L;AVG;AVGL4L;1,00;torch.Size([384]);6,00;0,00;75,65;79,47;91,17;86,65;82,15;82,20;73,62;81,56;nan;nan;nan;nan;nan;nan;nan
90,00;allmini6;SUM_AVGL4L;SUM;AVGL4L;1,00;torch.Size([384]);6,00;0,00;75,47;80,66;91,85;87,36;81,82;90,60;68,29;82,29;nan;nan;nan;nan;nan;nan;nan
91,00;allmini6;MAX_AVGL4L;MAX;AVGL4L;1,00;torch.Size([384]);6,00;0,00;72,65;76,32;89,34;86,74;78,69;83,20;69,57;79,50;nan;nan;nan;nan;nan;nan;nan
92,00;allmini6;AVG-NS_AVGL4L;AVG-NS;AVGL4L;1,00;torch.Size([384]);6,00;0,00;75,59;80,05;91,09;86,94;81,71;84,20;73,74;81,90;nan;nan;nan;nan;nan;nan;nan
93,00;allmini6;SUM-NS_AVGL4L;SUM-NS;AVGL4L;1,00;torch.Size([384]);6,00;0,00;75,49;80,74;91,74;87,29;82,65;91,00;67,83;82,39;nan;nan;nan;nan;nan;nan;nan
94,00;allmini6;MAX-NS_AVGL4L;MAX-NS;AVGL4L;1,00;torch.Size([384]);6,00;0,00;72,42;74,20;89,72;87,01;79,46;81,00;71,65;79,35;nan;nan;nan;nan;nan;nan;nan
95,00;allmini6;CLS+AVG_AVGL4L;CLS+AVG;AVGL4L;1,00;torch.Size([768]);6,00;0,00;76,26;81,70;91,27;87,24;82,48;86,00;74,09;82,72;nan;nan;nan;nan;nan;nan;nan
96,00;allmini6;CLS+SUM_AVGL4L;CLS+SUM;AVGL4L;1,00;torch.Size([768]);6,00;0,00;75,99;81,93;92,68;87,21;81,77;91,20;68,41;82,74;nan;nan;nan;nan;nan;nan;nan
97,00;allmini6;CLS+MAX_AVGL4L;CLS+MAX;AVGL4L;1,00;torch.Size([768]);6,00;0,00;73,22;76,93;90,20;86,79;78,86;83,20;72,58;80,25;nan;nan;nan;nan;nan;nan;nan
98,00;allmini6;CLS+AVG-NS_AVGL4L;CLS+AVG-NS;AVGL4L;1,00;torch.Size([768]);6,00;0,00;76,16;81,70;91,33;87,27;82,59;87,60;74,49;83,02;nan;nan;nan;nan;nan;nan;nan
99,00;allmini6;CLS+SUM-NS_AVGL4L;CLS+SUM-NS;AVGL4L;1,00;torch.Size([768]);6,00;0,00;76,21;81,99;92,76;87,44;81,88;91,00;67,01;82,61;nan;nan;nan;nan;nan;nan;nan
100,00;allmini6;CLS+MAX-NS_AVGL4L;CLS+MAX-NS;AVGL4L;1,00;torch.Size([768]);6,00;0,00;72,82;78,68;90,04;87,37;78,91;83,00;73,45;80,61;nan;nan;nan;nan;nan;nan;nan
101,00;allmini6;CLS+AVG+AVG-NS_AVGL4L;CLS+AVG+AVG-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,98;81,59;91,66;87,88;81,71;90,00;74,49;83,47;nan;nan;nan;nan;nan;nan;nan
102,00;allmini6;CLS+AVG+SUM-NS_AVGL4L;CLS+AVG+SUM-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;77,23;83,79;92,85;87,58;82,65;91,20;69,68;83,57;nan;nan;nan;nan;nan;nan;nan
103,00;allmini6;CLS+AVG+MAX-NS_AVGL4L;CLS+AVG+MAX-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,14;80,58;91,51;87,97;82,92;88,20;72,29;82,80;nan;nan;nan;nan;nan;nan;nan
104,00;allmini6;CLS+SUM+AVG-NS_AVGL4L;CLS+SUM+AVG-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,00;82,60;92,51;87,64;82,81;91,60;67,54;82,96;nan;nan;nan;nan;nan;nan;nan
105,00;allmini6;CLS+SUM+SUM-NS_AVGL4L;CLS+SUM+SUM-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,38;83,76;92,57;87,44;82,81;91,60;71,88;83,78;nan;nan;nan;nan;nan;nan;nan
106,00;allmini6;CLS+SUM+MAX-NS_AVGL4L;CLS+SUM+MAX-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,31;81,93;92,42;87,96;83,14;91,40;67,42;82,94;nan;nan;nan;nan;nan;nan;nan
107,00;allmini6;CLS+MAX+AVG-NS_AVGL4L;CLS+MAX+AVG-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,61;81,64;91,63;88,14;82,65;87,60;74,96;83,32;nan;nan;nan;nan;nan;nan;nan
108,00;allmini6;CLS+MAX+SUM-NS_AVGL4L;CLS+MAX+SUM-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;76,93;83,23;92,61;87,89;83,58;90,80;70,32;83,62;nan;nan;nan;nan;nan;nan;nan
109,00;allmini6;CLS+MAX+MAX-NS_AVGL4L;CLS+MAX+MAX-NS;AVGL4L;1,00;torch.Size([1152]);6,00;0,00;72,59;78,15;90,86;87,55;80,29;86,00;72,41;81,12;nan;nan;nan;nan;nan;nan;nan
110,00;allmini6;CLS_SUMALL;CLS;SUMALL;1,00;torch.Size([384]);6,00;0,00;67,60;67,65;84,17;81,25;77,10;62,60;66,49;72,41;nan;nan;nan;nan;nan;nan;nan
111,00;allmini6;AVG_SUMALL;AVG;SUMALL;1,00;torch.Size([384]);6,00;0,00;76,91;81,88;92,19;87,99;82,65;90,00;74,14;83,68;nan;nan;nan;nan;nan;nan;nan
112,00;allmini6;SUM_SUMALL;SUM;SUMALL;1,00;torch.Size([384]);6,00;0,00;69,67;78,65;90,23;85,83;81,82;87,80;65,39;79,91;nan;nan;nan;nan;nan;nan;nan
113,00;allmini6;MAX_SUMALL;MAX;SUMALL;1,00;torch.Size([384]);6,00;0,00;69,49;69,19;88,27;86,39;78,31;87,20;61,10;77,14;nan;nan;nan;nan;nan;nan;nan
114,00;allmini6;AVG-NS_SUMALL;AVG-NS;SUMALL;1,00;torch.Size([384]);6,00;0,00;76,85;81,51;92,35;88,00;82,04;89,80;74,32;83,55;nan;nan;nan;nan;nan;nan;nan
115,00;allmini6;SUM-NS_SUMALL;SUM-NS;SUMALL;1,00;torch.Size([384]);6,00;0,00;70,41;78,88;90,09;86,39;81,88;85,60;65,04;79,76;nan;nan;nan;nan;nan;nan;nan
116,00;allmini6;MAX-NS_SUMALL;MAX-NS;SUMALL;1,00;torch.Size([384]);6,00;0,00;68,82;65,88;88,48;86,81;78,86;89,20;61,68;77,10;nan;nan;nan;nan;nan;nan;nan
117,00;allmini6;CLS+AVG_SUMALL;CLS+AVG;SUMALL;1,00;torch.Size([768]);6,00;0,00;75,83;82,01;92,51;88,05;81,05;91,00;74,09;83,51;nan;nan;nan;nan;nan;nan;nan
